ebird_code_v2022,scientific_name
yelori1,Icterus nigrogularis
bulori,Icterus bullockii
stbori,Icterus pustulatus
blbori1,Icterus abeillei
balori,Icterus galbula
yetori1,Icterus mesomelas
spbori,Icterus pectoralis
wheori1,Icterus graceannae
camtro1,Icterus jamacaii
ventro1,Icterus icterus
orbtro3,Icterus croconotus
bawori1,Icterus maculialatus
bkvori,Icterus wagleri
hooori,Icterus cucullatus
bkcori,Icterus prosthemelas
orcori,Icterus spurius
orcori3,Icterus spurius fuertesi
graori2,Icterus melanopsis
graori3,Icterus northropi
marori1,Icterus bonana
graori4,Icterus portoricensis
graori1,Icterus dominicensis
orcori1,Icterus auricapillus
epaori4,Icterus pyrrhopterus
epaori1,Icterus cayanensis
jambla1,Nesopsar nigerrimus
yesbla1,Agelaius xanthomus
tasbla,Agelaius humeralis
tribla,Agelaius tricolor
rewbla,Agelaius phoeniceus
resbla1,Agelaius assimilis
scrcow1,Molothrus rufoaxillaris
giacow,Molothrus oryzivorus
shicow,Molothrus bonariensis
brocow,Molothrus aeneus
brocow2,Molothrus aeneus armenti
bnhcow,Molothrus ater
scrbla1,Dives warczewiczi
armbab1,Turdoides jardineii
bacbab1,Turdoides gymnogenys
blabab2,Turdoides reinwardtii
dusbab2,Turdoides tenebrosa
sopbab1,Turdoides bicolor
harbab1,Turdoides hartlaubii
bklbab1,Turdoides sharpei
bkfbab1,Turdoides melanops
norpib1,Turdoides hypoleuca
taihwa1,Garrulax taewanus
lenlau1,Garrulax monileger
whclau2,Garrulax leucolophus
blhlau1,Garrulax milleti
whnlau1,Garrulax strepitans
grylau1,Garrulax maesi
ruclau3,Garrulax castanotis
suklau1,Ianthocincla sukatschewi
ruclau1,Ianthocincla rufogularis
spolau1,Ianthocincla ocellata
gialau1,Ianthocincla maxima
barlau1,Ianthocincla lunulata
wynlau1,Pterorhinus delesserti
ruvlau1,Pterorhinus gularis
whclau1,Pterorhinus vassali
chhlau1,Pterorhinus treacheri
runlau1,Pterorhinus ruficollis
chblau1,Pterorhinus nuchalis
whblau1,Pterorhinus sannio
maslau1,Pterorhinus perspicillatus
gnlthr,Pterorhinus pectoralis
pedlau1,Pterorhinus davidi
chibub1,Pterorhinus woodi
chibab2,Pterorhinus lanceolatus
giabab1,Pterorhinus waddelli
tibbab1,Pterorhinus koslowi
whtlau1,Pterorhinus albogularis
ruclau2,Pterorhinus ruficeps
gyslau,Pterorhinus caerulatus
ruslau1,Pterorhinus poecilorhynchus
spothr1,Modulatrix stictigula
dapthr1,Arcanator orostruthus
gycill1,Kakamega poliothorax
capsug1,Promerops cafer
gursug1,Promerops gurneyi
phifab1,Irena cyanogastra
ruckin,Corthylio calendula
firecr1,Regulus ignicapilla
firecr3,Regulus madeirensis
gockin,Regulus satrapa
flamec1,Regulus goodfellowi
goldcr1,Regulus regulus
spwbab1,Elachura formosa
yebhyl1,Hyliota flavigaster
souhyl1,Hyliota australis
whhwre1,Campylorhynchus albobrunneus
babwre1,Campylorhynchus zonatus
grbwre1,Campylorhynchus megalopterus
stbwre2,Campylorhynchus nuchalis
faswre1,Campylorhynchus fasciatus
giawre1,Campylorhynchus chiapensis
bicwre1,Campylorhynchus griseus
runwre1,Campylorhynchus rufinucha
runwre3,Campylorhynchus rufinucha humilis
runwre4,Campylorhynchus rufinucha [capistratus Group]
spowre1,Campylorhynchus gularis
bouwre1,Campylorhynchus jocosus
yucwre1,Campylorhynchus yucatanicus
thlwre1,Campylorhynchus turdinus
gymwre1,Odontorchilus branickii
tobwre1,Odontorchilus cinereus
rocwre,Salpinctes obsoletus
canwre,Catherpes mexicanus
sumwre1,Hylorchilus sumichrasti
navwre1,Hylorchilus navai
rufwre1,Cinnycerthia unirufa
shawre1,Cinnycerthia olivascens
perwre1,Cinnycerthia peruana
fulwre1,Cinnycerthia fulva
sedwre1,Cistothorus stellaris
merwre1,Cistothorus meridae
apowre1,Cistothorus apolinari
sedwre,Cistothorus platensis
marwre,Cistothorus palustris
bewwre,Thryomanes bewickii
zapwre1,Ferminia cerverai
bltwre1,Pheugopedius atrogularis
incwre1,Pheugopedius eisenmanni
mouwre2,Pheugopedius genibarbis
whiwre1,Pheugopedius mystacalis
corwre1,Pheugopedius coraya
hapwre1,Pheugopedius felix
spbwre1,Pheugopedius maculipectus
rubwre1,Pheugopedius rutilus
spbwre2,Pheugopedius sclateri
banwre1,Thryophilus pleurostictus
rawwre1,Thryophilus rufalbus
antwre2,Thryophilus sernai
nicwre1,Thryophilus nicefori
sinwre1,Thryophilus sinaloa
plawre1,Cantorchilus modestus
plawre3,Cantorchilus zeledoni
istwre1,Cantorchilus elutus
cibwar1,Bradypterus cinnamomeus
gryemt1,Bradypterus seebohmi
bretai1,Bradypterus brunneus
jrswar1,Bradypterus grandis
afbwar1,Bradypterus baboecala
wwswar1,Bradypterus carpalis
grswar1,Bradypterus graueri
hirwar2,Bradypterus centralis
bkcdon,Donacobius atricapilla
whtoxy1,Oxylabes madagascariensis
lobber1,Bernieria madagascariensis
crywar1,Cryptosylvicola randrianasoloi
wetjer2,Hartertula flavoviridis
thamno2,Thamnornis chloropetoides
spetet1,Xanthomixis zosterops
apptet1,Xanthomixis apperti
dustet1,Xanthomixis tenebrosa
gyctet1,Xanthomixis cinereiceps
yeboxy1,Crossleyia xanthophrys
ranwar1,Randia pseudozosterops
comjer1,Neomixis tenella
grejer1,Neomixis viridis
sttjer1,Neomixis striatigula
refcis1,Cisticola erythrops
sincis1,Cisticola cantans
whicis1,Cisticola lateralis
tricis1,Cisticola woosnami
chacis1,Cisticola anonymus
bubcis1,Cisticola bulliens
huncis1,Cisticola hunteri
chucis1,Cisticola chubbi
bllcis1,Cisticola nigriloris
rolcis2,Cisticola aberrans
ratcis1,Cisticola chiniana
borcis1,Cisticola bodessa
chucis2,Cisticola njombe
ashcis1,Cisticola cinereolus
grycis1,Cisticola rufilatus
rehcis2,Cisticola subruficapilla
waicis1,Cisticola lais
waicis2,Cisticola lais distinctus
wincis2,Cisticola galactotes
wincis3,Cisticola marginatus
wincis4,Cisticola haematocephalus
wincis6,Cisticola lugubris
wincis5,Cisticola luapula
chicis1,Cisticola pipiens
carcis1,Cisticola carruthersi
tincis1,Cisticola tinniens
stocis1,Cisticola robustus
abecis1,Cisticola aberdare
crocis1,Cisticola natalensis
dorcis1,Cisticola guinea
tincis3,Cisticola nana
sifcis1,Cisticola brachypterus
rufcis1,Cisticola rufus
foxcis1,Cisticola troglodytes
pipcis2,Cisticola fulvicapilla
tabcis1,Cisticola angusticauda
zitcis1,Cisticola juncidis
soccis1,Cisticola haesitatus
madcis2,Cisticola cherina
descis1,Cisticola aridulus
clocis1,Cisticola textrix
clscis1,Cisticola dambo
pepcis1,Cisticola brunnescens
paccis1,Cisticola cinnamomeus
wiscis1,Cisticola ayresii
gohcis1,Cisticola exilis
socwar2,Incana incana
strpri2,Prinia crinigera
strpri8,Prinia striata
bropri1,Prinia polychroa
brnpri2,Prinia cooki
brnpri3,Prinia rocki
hilpri1,Prinia atrogularis
hilpri2,Prinia superciliaris
gycpri1,Prinia cinereocapilla
rufpri2,Prinia buchanani
rufpri1,Prinia rufescens
gybpri1,Prinia hodgsonii
grapri1,Prinia gracilis
delpri1,Prinia lepida
junpri1,Prinia sylvatica
bawpri1,Prinia familiaris
yebpri1,Prinia flaviventris
ashpri1,Prinia socialis
tafpri1,Prinia subflava
plapri1,Prinia inornata
palpri1,Prinia somalica
rivpri1,Prinia fluviatilis
blcpri1,Prinia flavicans
karpri1,Prinia maculosa
drapri1,Prinia hypoxantha
banpri1,Prinia bairdii
banpri3,Prinia bairdii melanops/obscura
rewpri1,Prinia erythroptera
refwar2,Prinia rufifrons
whcpri2,Schistolais leucopogon
silpri2,Schistolais leontica
nampri1,Phragmacia substriata
robpri1,Oreophilais robertsi
minmib1,Micromacronus sordidus
grnlon1,Urolais epichlorus
blcapa2,Oreolais pulcher
ruwapa1,Oreolais ruwenzorii
crilon1,Spiloptila clamans
bubwar2,Phyllolais pulchella
batapa2,Apalis thoracica
batapa3,Apalis flavigularis
batapa4,Apalis fuscigularis
rudapa1,Apalis ruddi
yebapa2,Apalis flavida flavocincta/viridiceps
yebapa1,Apalis flavida
masapa1,Apalis binotata
blfapa1,Apalis personata
bltapa1,Apalis jacksoni
whwapa1,Apalis chariessa
blcapa1,Apalis nigriceps
blhapa1,Apalis melanocephala
chiapa1,Apalis chirindensis
chtapa3,Apalis porphyrolaema
chaapa1,Apalis chapini
shaapa2,Apalis sharpii
butapa1,Apalis rufogularis
karapa1,Apalis karamojae
gosapa1,Apalis goslingi
gryapa1,Apalis cinerea
brhapa1,Apalis alticola
ruewar2,Malcorus pectoralis
oriwar2,Hypergerus atriceps
gycwar3,Eminia lepida
grbcam1,Camaroptera brachyura
gnbcam3,Camaroptera harterti
yebcam1,Camaroptera superciliaris
olgcam1,Camaroptera chloronota
grywrw1,Calamonastes simplex
miowrw2,Calamonastes undosus
miowrw3,Calamonastes stierlingi
bawwar1,Calamonastes fasciolatus
kopwar1,Euryptila subcinnamomea
bkcruw1,Bathmocercus cerviniventris
bkfruw1,Bathmocercus rufus
mrmwar1,Scepomycter winifredae
mrmwar3,Scepomycter winifredae rubehoensis
comtai1,Orthotomus sutorius
dantai1,Orthotomus atrogularis
camtai1,Orthotomus chaktomuk
phitai1,Orthotomus castaneiceps
ruftai1,Orthotomus frontalis
gybtai1,Orthotomus derbianus
ruttai1,Orthotomus sericeus
ashtai1,Orthotomus ruficeps
olbtai1,Orthotomus sepium
whetai1,Orthotomus cinereiceps
whbtai1,Orthotomus nigriceps
yebtai1,Orthotomus samarensis
lobtai1,Artisornis moreaui
afrtai2,Artisornis metopias
whtwar1,Poliolais lopezi
yebere1,Eremomela icteropygialis
salere1,Eremomela salvadorii
yevere1,Eremomela flavicrissalis
senere1,Eremomela pusilla
grbere1,Eremomela canescens
greere1,Eremomela scotops
yerere1,Eremomela gregalis
bunere1,Eremomela usticollis
rucere1,Eremomela badiceps
turere1,Eremomela turneri
blnere1,Eremomela atricollis
shtwhy1,Vidua regia
eapwhy1,Vidua paradisaea
nopwhy1,Vidua orientalis
ltpwhy1,Vidua interjecta
btpwhy1,Vidua obtusa
oliwar,Peucedramus taeniatus
alpacc1,Prunella collaris
himacc1,Prunella himalayana
robacc1,Prunella rubeculoides
rubacc1,Prunella strophiata
sibacc,Prunella montanella
broacc1,Prunella fulvescens
radacc2,Prunella ocularis
bltacc1,Prunella atrogularis
monacc1,Prunella koslowi
dunnoc1,Prunella modularis
japacc1,Prunella rubida
mabacc1,Prunella immaculata
forwag1,Dendronanthus indicus
eaywag1,Motacilla flava
eaywag,Motacilla tschutschensis
citwag,Motacilla citreola
capwag1,Motacilla capensis
madwag1,Motacilla flaviventris
grywag,Motacilla cinerea
mouwag1,Motacilla clara
whiwag,Motacilla alba
afpwag1,Motacilla aguimp
mekwag1,Motacilla samveasnae
japwag1,Motacilla grandis
whbwag1,Motacilla maderaspatensis
shalon1,Macronyx sharpei
abylon1,Macronyx flavicollis
fuelon2,Macronyx fuelleborni
ortlon1,Macronyx capensis
yetlon1,Macronyx croceus
panlon1,Macronyx aurantiigula
rotlon1,Macronyx ameliae
ricpip1,Anthus richardi
oripip1,Anthus rufulus
auspip2,Anthus australis
auspip3,Anthus novaeseelandiae
afrpip1,Anthus cinnamomeus
moupip1,Anthus hoeschi
blypip1,Anthus godlewskii
tawpip1,Anthus campestris
lobpip1,Anthus similis
lobpip7,Anthus nicholsoni
woopip1,Anthus nyassae
bufpip1,Anthus vaalensis
plbpip1,Anthus leucophrys
lolpip1,Anthus pallidiventris
meapip1,Anthus pratensis
dausta1,Agropsar sturninus
chcsta1,Agropsar philippensis
whssta2,Sturnia sinensis
chtsta2,Sturnia malabarica
whhsta2,Sturnia erythropygia
malsta1,Sturnia blythii
brasta1,Sturnia pagodarum
whfsta2,Sturnornis albofrontatus
rossta2,Pastor roseus
eursta,Sturnus vulgaris
sposta1,Sturnus unicolor
watsta1,Creatophora cinerea
bbgsta1,Notopholia corusca
phgsta1,Hylopsar purpureiceps
ctgsta1,Hylopsar cupreocauda
capgls1,Lamprotornis nitens
gbesta1,Lamprotornis chalybaeus
lbesta1,Lamprotornis chloropterus
btgsta1,Lamprotornis chalcurus
spgsta1,Lamprotornis splendidus
pugsta1,Lamprotornis purpureus
ruegls1,Lamprotornis purpuroptera
ltgsta1,Lamprotornis caudatus
gobsta5,Lamprotornis regius
megsta1,Lamprotornis mevesii
bugsta1,Lamprotornis australis
stgsta1,Lamprotornis acuticaudus
supsta1,Lamprotornis superbus
hilsta1,Lamprotornis hildebrandti
shesta1,Lamprotornis shelleyi
chbsta1,Lamprotornis pulcher
ashsta2,Lamprotornis unicolor
fissta1,Lamprotornis fischeri
afpsta1,Lamprotornis bicolor
whcsta3,Lamprotornis albicapillus
madsta1,Hartlaubius auratus
vibsta2,Cinnyricinclus leucogaster
rewsta1,Onychognathus morio
slbsta1,Onychognathus tenuirostris
chwsta1,Onychognathus fulgidus
walsta1,Onychognathus walleri
somsta1,Onychognathus blythii
trista1,Onychognathus tristramii
pawsta1,Onychognathus nabouroup
brcsta1,Onychognathus salvadorii
whbsta1,Onychognathus albirostris
neusta1,Onychognathus neumanni
stusta1,Poeoptera stuhlmanni
kensta1,Poeoptera kenricki
natsta1,Poeoptera lugubris
shasta2,Pholia sharpii
abbsta2,Arizelopsar femoralis
whcsta2,Grafisia torquata
magsta1,Speculipastor bicolor
babsta1,Neocichla gutturalis
stsrha2,Rhabdornis mystacalis
stbrha1,Rhabdornis inornatus
yeboxp1,Buphagus africanus
reboxp1,Buphagus erythrorynchus
moublu,Sialia currucoides
wesblu,Sialia mexicana
easblu,Sialia sialis
fifthr1,Stizorhina finschi
rufthr1,Stizorhina fraseri
wtathr1,Neocossyphus poensis
rtathr1,Neocossyphus rufus
boucha1,Pinarornis plumosus
brbsol1,Myadestes occidentalis
slcsol1,Myadestes unicolor
towsol,Myadestes townsendi
puaioh,Myadestes palmeri
omao,Myadestes obscurus
cubsol1,Myadestes elisabeth
rutsol1,Myadestes genibarbis
blfsol1,Myadestes melanops
varsol1,Myadestes coloratus
andsol1,Myadestes ralloides
sulthr1,Cataponera turdoides
fruith1,Chlamydochaera jefferyi
purcoc1,Cochoa purpurea
grecoc1,Cochoa viridis
varthr,Ixoreus naevius
aztthr,Ridgwayia pinicola
rubsol1,Cichlopsis leucogenys
blasol1,Entomodestes coracinus
whesol1,Entomodestes leucotis
misthr1,Turdus viscivorus
afrthr1,Turdus pelios
abythr1,Turdus abyssinicus
olithr2,Turdus olivaceus
kurthr1,Turdus libonyana
comthr1,Turdus bewsheri
abethr1,Turdus tephronotus
karthr1,Turdus smithi
chibla1,Turdus mandarinus
balwar1,Curruca balearica
fitmyz1,Myzornis pyrrhoura
rutbab1,Moupinia poecilotis
gobful1,Lioparus chrysotis
yeebab1,Chrysomma sinense
jerbab1,Chrysomma altirostre
beibab1,Rhopophilus pekinensis
speful1,Fulvetta ruficapilla
indful1,Fulvetta danisi
chiful1,Fulvetta striaticollis
whbful1,Fulvetta vinipectus
ludful1,Fulvetta ludlowi
sttful2,Fulvetta manipurensis
sttful1,Fulvetta cinereiceps
taiful1,Fulvetta formosana
wrenti,Chamaea fasciata
reepar3,Calamornis heudei
blbpar2,Paradoxornis flavirostris
spbpar1,Paradoxornis guttaticollis
grepar1,Conostoma aemodium
bropar1,Cholornis unicolor
thtpar1,Cholornis paradoxus
gyhpar3,Psittiparus gularis
bkhpar1,Psittiparus margaritae
ruhpar3,Psittiparus ruficeps
ruhpar2,Psittiparus bakeri
shtpar3,Neosuthora davidiana
fulpar1,Suthora fulvifrons
bltpar1,Suthora nipalensis
golpar2,Suthora verreauxi
spepar2,Sinosuthora conspicillata
gyhpar4,Sinosuthora zappeyi
brwpar2,Sinosuthora brunnea
vitpar1,Sinosuthora webbiana
astpar1,Sinosuthora alphonsiana
rutpar2,Sinosuthora przewalskii
whcyuh1,Parayuhina diademata
chcyuh1,Staphida everetti
stryuh1,Staphida castaniceps
indyuh1,Staphida torqueola
blcyuh1,Yuhina nigrimenta
taiyuh1,Yuhina brunneiceps
whiyuh1,Yuhina flavicollis
buryuh1,Yuhina humilis
whnyuh1,Yuhina bakeri
sttyuh1,Yuhina gularis
ruvyuh1,Yuhina occipitalis
fltbab1,Dasycrotapha speciosa
vispyb1,Dasycrotapha pygmaea
pygbab1,Dasycrotapha plateni
rucbab3,Sterrhoptilus capitalis
bkcbab3,Sterrhoptilus nigrocapitatus affinis
pasbab1,Zosterornis hypogrammicus
chfbab1,Zosterornis whiteheadi
nesbab1,Zosterornis nigrorum
giweye1,Megazosterops palauensis
gyhwhe1,Heleia pinaiae
pyweye1,Heleia squamifrons
minwhe1,Heleia goodfellowi
sthwhe1,Heleia squamiceps
whbwhe1,Heleia superciliaris
dacwhe1,Heleia dohertyi
timwhe1,Heleia muelleri
flowhe1,Heleia crassirostris
ysweye1,Heleia wallacei
bonhon1,Apalopteron familiare
ceywhe1,Zosterops ceylonensis
yelwhe1,Zosterops nigrorum
bkcwhe1,Zosterops atricapilla
wbweye1,Zosterops abyssinicus
whbwhe3,Zosterops flavilateralis
brrwhe9,Zosterops mbuluensis
cfweye1,Zosterops erythropleurus
swiwhe1,Zosterops simplex
mouble1,Zosterops emiliae
warwhe1,Zosterops japonicus
loweye2,Zosterops meyeni
coweye1,Zosterops mouroniensis
reuwhe1,Zosterops olivaceus
mauwhe1,Zosterops chloronothos
maswhe2,Zosterops borbonicus
maswhe3,Zosterops mauritianus
afywhe1,Zosterops stenocricotus
afywhe3,Zosterops stuhlmanni
brrwhe8,Zosterops eurycricotus
heuwhe2,Zosterops poliogastrus
brrwhe3,Zosterops kikuyuensis
abywhe1,Zosterops socotranus
anweye1,Zosterops griseovirescens
brrwhe4,Zosterops silvanus
afywhe2,Zosterops senegalensis
capwhe6,Zosterops pallidus
capwhe2,Zosterops virens
afywhe4,Zosterops anderssoni
peweye1,Zosterops vaughani
seywhe1,Zosterops modestus
madwhe1,Zosterops maderaspatanus
kirwhe1,Zosterops kirki
maywhe1,Zosterops mayottensis
bcweye2,Zosterops atrifrons
bkrwhe1,Zosterops anomalus
bfweye1,Zosterops minor
wtweye1,Zosterops meeki
crtwhe2,Zosterops atriceps dehaani
crtwhe1,Zosterops atriceps
burwhe1,Zosterops buruensis
serwhe1,Zosterops stalkeri
asbwhe1,Zosterops citrinella
ayweye3,Zosterops luteus
silver3,Zosterops lateralis
humwhe1,Zosterops auriventer
sanwhe2,Zosterops melanurus
evweye1,Zosterops everetti
baweye2,Zosterops vellalavella
sacwhe1,Zosterops sanctaecrucis
capwhe3,Zosterops fuscicapilla
capwhe8,Zosterops fuscicapilla crookshanki
yfweye1,Zosterops flavifrons
vanwhe1,Zosterops gibbsi
laweye1,Zosterops explorator
bhweye1,Zosterops hypoxanthus
biweye1,Zosterops mysorensis
gytwhe2,Zosterops rendovae hamlini
gytwhe1,Zosterops rendovae
yapwhe1,Zosterops oleagineus
duweye1,Zosterops finschii
koswhe1,Zosterops cinereus
rotwhe1,Zosterops rotensis
ytweye1,Zosterops metcalfii
ngweye1,Zosterops novaeguineae
ambwhe1,Zosterops kuehni
grkwhe1,Zosterops grayi
spweye2,Zosterops luteirostris
likwhe1,Zosterops uropygialis
gaweye1,Zosterops splendidus
soiwhe3,Zosterops tetiparius
brweye1,Zosterops conspicillatus
ciweye1,Zosterops semperi
loweye1,Zosterops griseotinctus
kulwhe1,Zosterops murphyi
llweye1,Zosterops inornatus
sbweye1,Zosterops tenuirostris
slweye1,Zosterops minutus
gnbwhe1,Zosterops xanthochroa
chcbab1,Timalia pileata
tabbab1,Dumetia hyperythra
dafbab1,Dumetia atriceps
gyftib1,Mixornis kelleyi
gyctib1,Mixornis flavicollis
sttbab1,Mixornis gularis
bostib1,Mixornis bornensis
fbtbab1,Macronus ptilosus
brtbab1,Macronus striaticeps
golbab1,Cyanoderma chrysaeum
chwbab1,Cyanoderma erythropterum
chwbab3,Cyanoderma bicolor
crcbab1,Cyanoderma melanothorax
rufbab2,Cyanoderma rufifrons
blcbab2,Cyanoderma pyrrhops
rucbab1,Cyanoderma ruficeps
bucbab1,Cyanoderma ambiguum
rtwbab1,Spelaeornis caudatus
miswrb1,Spelaeornis badeigularis
bwwbab1,Spelaeornis troglodytoides
patwrb1,Spelaeornis kinneari
ltwbab1,Spelaeornis chocolatinus
chhwrb1,Spelaeornis oatesi
tbwbab1,Spelaeornis longicaudatus
gybwrb1,Spelaeornis reptatus
blalau1,Melanocichla lugubris
bahlau1,Melanocichla calva
cobscb1,Pomatorhinus ferruginosus
rbsbab1,Pomatorhinus ochraceiceps
sbsbab1,Pomatorhinus superciliaris
sbsbab3,Pomatorhinus ruficollis
taiscb1,Pomatorhinus musicus
wbsbab1,Pomatorhinus schisticeps
insbab1,Pomatorhinus horsfieldii
srlscb1,Pomatorhinus melanurus
chbscb2,Pomatorhinus bornensis
chbscb1,Pomatorhinus montanus
lasbab1,Erythrogenys hypoleucos
rcsbab1,Erythrogenys erythrogenys
spbscb1,Erythrogenys mcclellandi
bksscb1,Erythrogenys gravivox
gysscb1,Erythrogenys swinhoei
sbsbab2,Erythrogenys erythrocnemis
bltbab1,Stachyris nigricollis
whbbab2,Stachyris grammiceps
chrbab1,Stachyris maculata
gytbab1,Stachyris nigriceps
gyhbab1,Stachyris poliocephala
nonbab1,Stachyris nonggangensis
soobab1,Stachyris herberti
wbwbab1,Stachyris humei
chbbab1,Stachyris roberti
whnbab1,Stachyris leucotis
whbbab1,Stachyris thoracica
sntbab1,Stachyris oglei
spnbab1,Stachyris strialata
rurgra1,Graminicola bengalensis
chigra1,Graminicola striatus
lawbab1,Turdinus macrodactylus
mawbab1,Turdinus marmoratus
btwbab1,Turdinus atrigularis
socbab1,Malacopteron affine
gybbab1,Malacopteron albogulare
sccbab1,Malacopteron cinereum
rucbab2,Malacopteron magnum
moubab1,Malacopteron magnirostre
palbab1,Malacopteron palawanense
whhbab2,Gampsorhynchus rufulus
colbab1,Gampsorhynchus torquatus
yetful1,Schoeniparus cinereus
ruwful1,Schoeniparus castaneceps
bkcful1,Schoeniparus klossi
gofful2,Schoeniparus variegaticeps
rutful1,Schoeniparus rufogularis
rucful1,Schoeniparus dubius
dusful1,Schoeniparus brunneus
putbab1,Pellorneum ruficeps
bncbab1,Pellorneum fuscocapillus
marbab2,Pellorneum palustre
bkcbab1,Pellorneum capistratum [nigrocapitatum Group]
blcbab1,Pellorneum capistratum
shtbab1,Pellorneum malaccense
ashbab1,Pellorneum cinereiceps
sptbab1,Pellorneum albiventre
bubbab1,Pellorneum tickelli
sumbab1,Pellorneum buettikoferi
tembab1,Pellorneum pyrrogenys
whcbab1,Pellorneum rostratum
ferbab1,Pellorneum bicolor
sulbab1,Pellorneum celebense
ruvpri1,Laticilla burnesii
swapri1,Laticilla cinerascens
broill1,Illadopsis fulvescens
pabill1,Illadopsis rufipennis
pabill3,Illadopsis rufipennis distans/puguensis
mouill1,Illadopsis pyrrhoptera
blaill1,Illadopsis cleaveri
scbill1,Illadopsis albipectus
thrbab1,Illadopsis turdina
puvill1,Illadopsis puveli
ruwill1,Illadopsis rufescens
stwbab3,Kenopia striata
abbbab1,Malacocincla abbotti
horbab2,Malacocincla sepiaria
mowbab1,Gypsophila crassa
stwbab1,Gypsophila brevicaudata
limwrb4,Gypsophila annamensis
limwrb2,Gypsophila calcicola
limwrb3,Gypsophila crispifrons
rbwbab1,Gypsophila rufipectus
stwbab2,Ptilocichla mindanensis
bowbab1,Ptilocichla leucogrammica
fawbab1,Ptilocichla falcata
eywbab1,Napothera epilepidota
lbwbab1,Napothera malacoptila
sumwrb1,Napothera albostriata
whtwrb1,Napothera pasquieri
namscb1,Napothera naungmungensis
stsbab1,Napothera danjoui
brcful1,Alcippe poioicephala
bkbful1,Alcippe grotei
broful1,Alcippe brunneicauda
javful1,Alcippe pyrrhoptera
nepful1,Alcippe nipalensis
gycful3,Alcippe davidi
gycful5,Alcippe hueti
gycful1,Alcippe morrisonia
gycful4,Alcippe fratercula
mouful1,Alcippe peracensis
strlau2,Grammatoptila striata
cutia1,Cutia nipalensis
viecut1,Cutia legalleni
scalau1,Trochalopteron subunicolor
brclau1,Trochalopteron austeni
